ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,Year,CBW,CBL,GBW,GBL,IWW,IWL,SBW,SBL,B365W,B365L,B&WW,B&WL,EXW,EXL,PSW,PSL,WPts,LPts,UBW,UBL,LBW,LBL,SJW,SJL,MaxW,MaxL,AvgW,AvgL,Unnamed: 0
41,Bogota,Claro Open Colombia,2013-07-21,ATP250,Outdoor,Clay,The Final,3.0,Karlovic I.,Falla A.,155,122,6.0,3.0,7.0,6.0,,,,,,,0.0,0.0,Completed,2013,,,,,,,,,1.9,1.9,,,1.9,1.95,2.01,1.93,355.0,466.0,,,1.91,1.91,1.9,1.9,2.04,2.1,1.91,1.86,
42,Hamburg,German Open Tennis Championships,2013-07-21,ATP500,Outdoor,Clay,The Final,3.0,Fognini F.,Delbonis F.,25,114,4.0,6.0,7.0,6.0,6.0,2.0,,,,,2.0,1.0,Completed,2013,,,,,,,,,1.36,3.25,,,1.33,3.2,1.4,3.29,1515.0,507.0,,,1.36,3.25,1.36,3.0,1.4,3.35,1.35,3.14,
43,Atlanta,BB&T Atlanta Open,2013-07-28,ATP250,Outdoor,Hard,The Final,3.0,Isner J.,Anderson K.,22,21,6.0,7.0,7.0,6.0,7.0,6.0,,,,,2.0,1.0,Completed,2013,,,,,,,,,1.8,2.0,,,1.8,1.9,1.99,1.93,1610.0,1635.0,,,1.8,2.0,1.8,2.0,1.99,2.1,1.82,1.96,
44,Gstaad,Crédit Agricole Suisse Open Gstaad,2013-07-28,ATP250,Outdoor,Clay,The Final,3.0,Youzhny M.,Haase R.,33,57,6.0,3.0,6.0,4.0,,,,,,,2.0,0.0,Completed,2013,,,,,,,,,1.4,3.0,,,1.4,2.75,1.49,2.87,1235.0,817.0,,,1.44,2.75,1.44,2.75,1.5,3.1,1.43,2.79,
45,Umag,ATP Vegeta Croatia Open,2013-07-28,ATP250,Outdoor,Clay,The Final,3.0,Robredo T.,Fognini F.,28,19,6.0,0.0,6.0,3.0,,,,,,,2.0,0.0,Completed,2013,,,,,,,,,2.5,1.53,,,2.4,1.5,2.65,1.56,1335.0,1970.0,,,2.38,1.57,2.25,1.62,2.65,1.63,2.43,1.55,
46,Kitzbuhel,Bet-At-Home Cup,2013-08-03,ATP250,Outdoor,Clay,The Final,3.0,Granollers M.,Monaco J.,53,31,0.0,6.0,7.0,6.0,6.0,4.0,,,,,2.0,1.0,Completed,2013,,,,,,,,,2.75,1.44,,,2.4,1.5,2.85,1.5,870.0,1270.0,,,2.62,1.5,2.5,1.53,2.9,1.55,2.58,1.49,
47,Washington,Citi Open,2013-08-04,ATP500,Outdoor,Hard,The Final,3.0,Del Potro J.M.,Isner J.,7,20,3.0,6.0,6.0,1.0,6.0,2.0,,,,,2.0,1.0,Completed,2013,,,,,,,,,1.25,4.0,,,1.25,3.5,1.32,3.84,4500.0,1770.0,,,1.29,3.75,1.25,3.75,1.34,4.0,1.27,3.67,
48,Montreal,Rogers Masters,2013-08-11,Masters 1000,Outdoor,Hard,The Final,3.0,Nadal R.,Raonic M.,4,13,6.0,2.0,6.0,2.0,,,,,,,2.0,0.0,Completed,2013,,,,,,,,,1.15,5.0,,,1.14,4.75,1.22,5.01,6860.0,2225.0,,,1.17,5.0,1.17,5.0,1.22,5.5,1.18,4.74,
49,Cincinnati,Western & Southern Financial Group Masters,2013-08-18,Masters 1000,Outdoor,Hard,The Final,3.0,Nadal R.,Isner J.,3,22,7.0,6.0,7.0,6.0,,,,,,,2.0,0.0,Completed,2013,,,,,,,,,1.2,4.5,,,1.14,4.75,1.23,4.8,7860.0,1585.0,,,1.17,5.0,1.17,5.0,1.23,5.3,1.18,4.73,
50,Winston-Salem,Winston-Salem Open at Wake Forest University,2013-08-24,ATP250,Outdoor,Hard,The Final,3.0,Melzer J.,Monfils G.,32,43,6.0,3.0,2.0,1.0,,,,,,,1.0,0.0,Retired,2013,,,,,,,,,3.0,1.4,,,2.54,1.45,3.01,1.45,1220.0,950.0,,,2.5,1.53,2.5,1.53,3.25,1.53,2.71,1.45,
51,New York,US Open,2013-09-09,Grand Slam,Outdoor,Hard,The Final,5.0,Nadal R.,Djokovic N.,2,1,6.0,2.0,3.0,6.0,6.0,4.0,6.0,1.0,,,3.0,1.0,Completed,2013,,,,,,,,,1.66,2.2,,,1.65,2.1,1.76,2.25,8860.0,10980.0,,,1.67,2.2,1.67,2.25,1.78,2.38,1.67,2.21,
52,Metz,Open de Moselle,2013-09-22,ATP250,Indoor,Hard,The Final,3.0,Simon G.,Tsonga J.W.,16,8,6.0,4.0,6.0,3.0,,,,,,,2.0,0.0,Completed,2013,,,,,,,,,2.75,1.44,,,2.65,1.42,3.21,1.41,1950.0,3425.0,,,3.0,1.4,2.88,1.4,3.21,1.5,2.79,1.42,
53,St. Petersburg,St. Petersburg Open,2013-09-22,ATP250,Indoor,Hard,The Final,3.0,Gulbis E.,Garcia-Lopez G.,36,74,3.0,6.0,6.0,4.0,6.0,0.0,,,,,2.0,1.0,Completed,2013,,,,,,,,,1.4,3.0,,,1.3,3.2,1.4,3.26,1156.0,682.0,,,1.4,3.0,1.33,3.25,1.46,3.3,1.36,3.09,
54,Bangkok,Thailand Open,2013-09-29,ATP250,Indoor,Hard,The Final,3.0,Raonic M.,Berdych T.,11,6,7.0,6.0,6.0,3.0,,,,,,,2.0,0.0,Completed,2013,,,,,,,,,2.5,1.53,,,2.2,1.6,2.58,1.58,2610.0,4460.0,,,2.25,1.62,2.5,1.53,2.7,1.65,2.32,1.59,
55,Kuala Lumpur,Malaysian Open,2013-09-29,ATP250,Indoor,Hard,The Final,3.0,Sousa J.,Benneteau J.,77,33,2.0,6.0,7.0,5.0,6.0,4.0,,,,,2.0,1.0,Completed,2013,,,,,,,,,2.75,1.44,,,2.8,1.38,3.13,1.43,659.0,1185.0,,,3.0,1.4,2.88,1.4,3.35,1.44,2.92,1.39,
56,Beijing,China Open,2013-10-06,ATP500,Outdoor,Hard,The Final,3.0,Djokovic N.,Nadal R.,1,2,6.0,3.0,6.0,4.0,,,,,,,2.0,0.0,Completed,2013,,,,,,,,,1.72,2.1,,,1.7,2.05,1.8,2.15,11120.0,10860.0,,,1.73,2.1,1.67,2.2,1.83,2.2,1.74,2.06,
57,Tokyo,Rakuten Japan Open Tennis Championships,2013-10-06,ATP500,Outdoor,Hard,The Final,3.0,Del Potro J.M.,Raonic M.,7,11,7.0,6.0,7.0,5.0,,,,,,,2.0,0.0,Completed,2013,,,,,,,,,1.66,2.2,,,1.62,2.15,1.73,2.26,4425.0,2815.0,,,1.67,2.2,1.67,2.2,1.8,2.3,1.67,2.16,
58,Shanghai,Shanghai Masters,2013-10-13,Masters 1000,Outdoor,Hard,The Final,3.0,Djokovic N.,Del Potro J.M.,2,5,6.0,1.0,3.0,6.0,7.0,6.0,,,,,2.0,1.0,Completed,2013,,,,,,,,,1.33,3.4,,,1.35,2.9,1.38,3.41,11120.0,4925.0,,,1.36,3.25,1.36,3.25,1.4,3.5,1.36,3.15,
59,Moscow,Kremlin Cup,2013-10-20,ATP250,Indoor,Hard,The Final,3.0,Gasquet R.,Kukushkin M.,10,102,4.0,6.0,6.0,4.0,6.0,4.0,,,,,2.0,1.0,Completed,2013,,,,,,,,,1.2,4.5,,,1.22,4.0,1.23,4.84,3060.0,559.0,,,1.25,4.0,1.22,4.0,1.25,5.5,1.22,4.19,
60,Stockholm,Stockholm Open,2013-10-20,ATP250,Indoor,Hard,The Final,3.0,Dimitrov G.,Ferrer D.,28,3,2.0,6.0,6.0,3.0,6.0,4.0,,,,,2.0,1.0,Completed,2013,,,,,,,,,2.5,1.53,,,2.4,1.55,2.47,1.63,1340.0,6800.0,,,2.38,1.57,2.25,1.62,2.68,1.65,2.42,1.55,
61,Vienna,Erste Bank Open,2013-10-20,ATP250,Indoor,Hard,The Final,3.0,Haas T.,Haase R.,12,63,6.0,3.0,4.0,6.0,6.0,4.0,,,,,2.0,1.0,Completed,2013,,,,,,,,,1.36,3.25,,,1.35,3.1,1.36,3.5,2265.0,797.0,,,1.36,3.25,1.36,3.0,1.42,3.5,1.36,3.1,
62,Basel,Swiss Indoors,2013-10-27,ATP500,Indoor,Hard,The Final,3.0,Del Potro J.M.,Federer R.,5,6,7.0,6.0,2.0,6.0,6.0,4.0,,,,,2.0,1.0,Completed,2013,,,,,,,,,1.61,2.3,,,1.62,2.25,1.78,2.18,5365.0,4245.0,,,1.62,2.25,1.57,2.38,1.78,2.38,1.65,2.21,
63,Valencia,Valencia Open 500,2013-10-27,ATP500,Indoor,Hard,The Final,3.0,Youzhny M.,Ferrer D.,21,3,6.0,3.0,7.0,5.0,,,,,,,2.0,0.0,Completed,2013,,,,,,,,,3.75,1.28,,,3.5,1.28,3.92,1.31,1735.0,6800.0,,,3.5,1.3,3.5,1.29,4.05,1.33,3.5,1.3,
64,Paris,BNP Paribas Masters,2013-11-03,Masters 1000,Indoor,Hard,The Final,3.0,Djokovic N.,Ferrer D.,2,3,7.0,5.0,7.0,5.0,,,,,,,2.0,0.0,Completed,2013,,,,,,,,,1.12,6.0,,,1.15,5.25,1.17,6.0,11120.0,6600.0,,,1.14,5.5,1.15,5.5,1.15,5.42,1.18,6.5,
65,London,Masters Cup,2013-11-11,Masters Cup,Indoor,Hard,The Final,3.0,Djokovic N.,Nadal R.,2,1,6.0,3.0,6.0,4.0,,,,,,,2.0,0.0,Completed,2013,,,,,,,,,1.57,2.37,,,1.55,2.4,1.58,2.58,10610.0,12030.0,,,1.57,2.38,1.57,2.38,1.65,2.58,1.57,2.43,
1,Brisbane,Brisbane International,2014-01-05,ATP250,Outdoor,Hard,The Final,3.0,Hewitt L.,Federer R.,60,6,6.0,1.0,4.0,6.0,6.0,3.0,,,,,2.0,1.0,Completed,2014,,,,,,,,,5.0,1.14,,,4.5,1.18,6.0,1.17,780.0,4205.0,,,5.0,1.17,5.0,1.17,6.0,1.21,5.05,1.16,
2,Chennai,Chennai Open,2014-01-05,ATP250,Outdoor,Hard,The Final,3.0,Wawrinka S.,Roger-Vasselin E.,8,52,7.0,5.0,6.0,2.0,,,,,,,2.0,0.0,Completed,2014,,,,,,,,,1.2,4.5,,,1.22,4.0,1.24,4.72,3730.0,908.0,,,1.17,5.0,1.2,4.5,1.27,5.0,1.22,4.2,
3,Doha,Qatar Exxon Mobil Open,2014-01-04,ATP250,Outdoor,Hard,The Final,3.0,Nadal R.,Monfils G.,1,31,6.0,1.0,6.0,7.0,6.0,2.0,,,,,2.0,1.0,Completed,2014,,,,,,,,,1.4,3.0,,,1.42,2.8,1.41,3.23,13030.0,1230.0,,,1.4,3.0,1.36,3.0,1.45,3.5,1.39,2.94,
4,Auckland,Heineken Open,2014-01-11,ATP250,Outdoor,Hard,The Final,3.0,Isner J.,Lu Y.H.,14,62,7.0,6.0,7.0,6.0,,,,,,,2.0,0.0,Completed,2014,,,,,,,,,1.44,2.75,,,1.42,2.8,1.49,2.87,2150.0,730.0,,,1.44,2.75,1.44,2.75,1.5,3.1,1.43,2.75,
5,Sydney,Apia International,2014-01-11,ATP250,Outdoor,Hard,The Final,3.0,Del Potro J.M.,Tomic B.,5,52,6.0,3.0,6.0,1.0,,,,,,,2.0,0.0,Completed,2014,,,,,,,,,1.25,4.0,,,1.25,3.75,1.3,4.01,5255.0,910.0,,,1.25,4.0,1.25,3.75,1.3,4.8,1.26,3.78,
6,Melbourne,Australian Open,2014-01-26,Grand Slam,Outdoor,Hard,The Final,5.0,Wawrinka S.,Nadal R.,8,1,6.0,3.0,6.0,2.0,3.0,6.0,6.0,3.0,,,3.0,1.0,Completed,2014,,,,,,,,,5.5,1.14,,,5.25,1.15,5.96,1.18,3890.0,13130.0,,,5.5,1.14,5.5,1.17,5.96,1.25,5.19,1.17,
7,Montpellier,Open Sud de France,2014-02-09,ATP250,Indoor,Hard,The Final,3.0,Monfils G.,Gasquet R.,30,9,6.0,4.0,6.0,4.0,,,,,,,2.0,0.0,Completed,2014,,,,,,,,,2.1,1.72,,,2.1,1.7,2.09,1.85,1245.0,3050.0,,,2.0,1.8,2.1,1.73,2.14,1.89,2.04,1.76,
8,Vina del Mar,Royal Guard Open Chile,2014-02-09,ATP250,Outdoor,Clay,The Final,3.0,Fognini F.,Mayer L.,15,91,6.0,2.0,6.0,4.0,,,,,,,2.0,0.0,Completed,2014,,,,,,,,,1.22,4.33,,,1.25,3.75,1.3,4.03,2100.0,614.0,,,1.29,3.75,1.25,3.75,1.3,4.33,1.26,3.8,
9,Zagreb,PBZ Zagreb Indoors,2014-02-09,ATP250,Indoor,Hard,The Final,3.0,Cilic M.,Haas T.,37,12,6.0,3.0,6.0,4.0,,,,,,,2.0,0.0,Completed,2014,,,,,,,,,1.5,2.62,,,1.5,2.5,1.53,2.74,1085.0,2435.0,,,1.53,2.5,1.52,2.5,1.56,2.74,1.51,2.53,
10,Buenos Aires,Copa Claro,2014-02-16,ATP250,Outdoor,Clay,The Final,3.0,Ferrer D.,Fognini F.,5,14,6.0,4.0,6.0,3.0,,,,,,,2.0,0.0,Completed,2014,,,,,,,,,1.36,3.25,,,1.33,3.2,1.4,3.28,5280.0,2260.0,,,1.33,3.4,1.33,3.25,1.4,3.43,1.34,3.22,
11,Memphis,U.S. National Indoor Tennis Championships,2014-02-16,ATP250,Indoor,Hard,The Final,3.0,Nishikori K.,Karlovic I.,16,80,6.0,4.0,7.0,6.0,,,,,,,2.0,0.0,Completed,2014,,,,,,,,,1.4,3.0,,,1.42,2.8,1.44,3.06,1965.0,667.0,,,1.44,2.75,1.44,2.75,1.47,3.15,1.42,2.8,
12,Rotterdam,ABN AMRO World Tennis Tournament,2014-02-16,ATP500,Indoor,Hard,The Final,3.0,Berdych T.,Cilic M.,7,37,6.0,4.0,6.0,2.0,,,,,,,2.0,0.0,Completed,2014,,,,,,,,,1.44,2.75,,,1.45,2.7,1.47,2.97,4540.0,1085.0,,,1.44,2.75,1.53,2.5,1.53,2.97,1.46,2.69,
13,Delray Beach,Delray Beach Open,2014-02-23,ATP250,Outdoor,Hard,The Final,3.0,Cilic M.,Anderson K.,29,21,7.0,6.0,6.0,7.0,6.0,4.0,,,,,2.0,1.0,Completed,2014,,,,,,,,,1.3,3.5,,,1.35,2.1,1.34,3.62,1295.0,1580.0,,,1.4,3.0,1.36,3.0,1.4,3.62,1.35,3.15,
14,Marseille,Open 13,2014-02-23,ATP250,Indoor,Hard,The Final,3.0,Gulbis E.,Tsonga J.W.,23,10,7.0,6.0,6.0,4.0,,,,,,,2.0,0.0,Completed,2014,,,,,,,,,2.1,1.72,,,2.15,1.68,2.33,1.69,1558.0,2885.0,,,2.25,1.57,2.1,1.73,2.33,1.8,2.13,1.69,
15,Rio de Janeiro,Rio Open,2014-02-23,ATP500,Outdoor,Clay,The Final,3.0,Nadal R.,Dolgopolov O.,1,54,6.0,3.0,7.0,6.0,,,,,,,2.0,0.0,Completed,2014,,,,,,,,,1.14,5.5,,,1.15,5.25,1.18,5.77,14085.0,860.0,,,1.14,5.5,1.17,5.0,1.2,5.77,1.16,5.18,
16,Acapulco,Abierto Mexicano,2014-03-02,ATP500,Outdoor,Hard,The Final,3.0,Dimitrov G.,Anderson K.,22,21,7.0,6.0,3.0,6.0,7.0,6.0,,,,,2.0,1.0,Completed,2014,,,,,,,,,1.44,2.75,,,1.5,2.5,1.52,2.76,1675.0,1685.0,,,1.44,2.75,1.5,2.63,1.52,2.8,1.48,2.62,
17,Dubai ,Dubai Tennis Championships,2014-03-01,ATP500,Outdoor,Hard,The Final,3.0,Federer R.,Berdych T.,8,6,3.0,6.0,6.0,4.0,6.0,3.0,,,,,2.0,1.0,Completed,2014,,,,,,,,,1.66,2.2,,,1.68,2.15,1.74,2.26,4305.0,4890.0,,,1.67,2.2,1.62,2.25,1.77,2.35,1.67,2.19,
18,Sao Paulo,Brasil Open,2014-03-02,ATP250,Indoor,Clay,The Final,3.0,Delbonis F.,Lorenzi P.,61,114,4.0,6.0,6.0,3.0,6.0,4.0,,,,,2.0,1.0,Completed,2014,,,,,,,,,1.44,2.75,,,1.42,2.8,1.5,2.82,744.0,512.0,,,1.53,2.5,1.36,3.0,1.53,3.0,1.44,2.75,
19,Indian Wells,BNP Paribas Open,2014-03-16,Masters 1000,Outdoor,Hard,The Final,3.0,Djokovic N.,Federer R.,2,8,3.0,6.0,6.0,3.0,7.0,6.0,,,,,2.0,1.0,Completed,2014,,,,,,,,,1.53,2.5,,,1.52,2.45,1.57,2.6,10260.0,4625.0,,,1.53,2.5,1.57,2.38,1.62,2.63,1.55,2.43,
20,Miami,Sony Ericsson Open,2014-03-30,Masters 1000,Outdoor,Hard,The Final,3.0,Djokovic N.,Nadal R.,2,1,6.0,3.0,6.0,3.0,,,,,,,2.0,0.0,Completed,2014,,,,,,,,,1.72,2.1,,,1.68,2.15,1.72,2.28,10900.0,13130.0,,,1.67,2.2,1.73,2.2,1.74,2.35,1.69,2.18,
21,Casablanca,Grand Prix Hassan II,2014-04-13,ATP250,Outdoor,Clay,The Final,3.0,Garcia-Lopez G.,Granollers M.,53,36,5.0,7.0,6.0,4.0,6.0,3.0,,,,,2.0,1.0,Completed,2014,,,,,,,,,2.62,1.5,,,2.45,1.52,2.62,1.57,866.0,1110.0,,,2.38,1.57,2.5,1.53,2.65,1.57,2.52,1.51,
22,Houston,U.S. Men's Clay Court Championships,2014-04-13,ATP250,Outdoor,Clay,The Final,3.0,Verdasco F.,Almagro N.,29,20,6.0,3.0,7.0,6.0,,,,,,,2.0,0.0,Completed,2014,,,,,,,,,2.62,1.5,,,2.6,1.48,2.71,1.54,1270.0,1750.0,,,2.38,1.57,2.5,1.53,2.71,1.6,2.47,1.53,
23,Monte Carlo,Monte Carlo Masters,2014-04-20,Masters 1000,Outdoor,Clay,The Final,3.0,Wawrinka S.,Federer R.,3,4,4.0,6.0,7.0,6.0,6.0,2.0,,,,,2.0,1.0,Completed,2014,,,,,,,,,2.3,1.61,,,2.2,1.65,2.35,1.68,5760.0,5355.0,,,2.2,1.67,2.25,1.67,2.4,1.7,2.24,1.65,
24,Barcelona,Open Banco Sabadell,2014-04-27,ATP500,Outdoor,Clay,The Final,3.0,Nishikori K.,Giraldo S.,17,65,6.0,2.0,6.0,2.0,,,,,,,2.0,0.0,Completed,2014,,,,,,,,,1.22,4.33,,,1.22,4.0,1.26,4.47,1985.0,703.0,,,1.25,4.0,1.29,3.75,1.29,4.6,1.23,4.12,
25,Bucharest,BRD Nastase Tiriac Trophy,2014-04-27,ATP250,Outdoor,Clay,The Final,3.0,Dimitrov G.,Rosol L.,16,43,7.0,6.0,6.0,1.0,,,,,,,2.0,0.0,Completed,2014,,,,,,,,,1.28,3.75,,,1.28,3.5,1.33,3.73,2040.0,1016.0,,,1.29,3.75,1.29,3.75,1.34,3.85,1.28,3.59,
26,Munich,BMW Open,2014-05-04,ATP250,Outdoor,Clay,The Final,3.0,Klizan M.,Fognini F.,111,15,2.0,6.0,6.0,1.0,6.0,2.0,,,,,2.0,1.0,Completed,2014,,,,,,,,,3.75,1.28,,,3.75,1.25,3.75,1.33,533.0,2190.0,,,3.75,1.29,3.5,1.29,4.0,1.35,3.61,1.28,
27,Oeiras,Portugal Open,2014-05-04,ATP250,Outdoor,Clay,The Final,3.0,Berlocq C.,Berdych T.,62,6,0.0,6.0,7.0,5.0,6.0,1.0,,,,,2.0,1.0,Completed,2014,,,,,,,,,5.0,1.16,,,4.5,1.18,4.6,1.25,735.0,4720.0,,,5.0,1.17,5.0,1.17,5.0,1.25,4.54,1.19,
28,Madrid,Mutua Madrid Open,2014-05-11,Masters 1000,Outdoor,Clay,The Final,3.0,Nadal R.,Nishikori K.,1,12,2.0,6.0,6.0,4.0,3.0,0.0,,,,,1.0,1.0,Retired,2014,,,,,,,,,1.1,7.0,,,1.12,5.75,1.13,7.25,12900.0,2440.0,,,1.11,6.5,1.13,6.0,1.15,8.0,1.12,6.33,
29,Rome,Internazionali BNL d'Italia,2014-05-18,Masters 1000,Outdoor,Clay,The Final,3.0,Djokovic N.,Nadal R.,2,1,4.0,6.0,6.0,3.0,6.0,3.0,,,,,2.0,1.0,Completed,2014,,,,,,,,,2.1,1.72,,,2.1,1.7,2.21,1.77,11030.0,12900.0,,,2.1,1.73,2.1,1.73,2.27,1.78,2.13,1.71,
30,Dusseldorf,Dusseldorf Open,2014-05-24,ATP250,Outdoor,Clay,The Final,3.0,Kohlschreiber P.,Karlovic I.,29,49,6.0,2.0,7.0,6.0,,,,,,,2.0,0.0,Completed,2014,,,,,,,,,1.25,4.0,,,1.3,3.4,1.26,4.4,1280.0,947.0,,,1.25,4.0,1.25,3.75,1.3,4.4,1.27,3.75,
31,Nice,Open de Nice Côte d’Azur,2014-05-24,ATP250,Outdoor,Clay,The Final,3.0,Gulbis E.,Delbonis F.,19,45,6.0,1.0,7.0,6.0,,,,,,,2.0,0.0,Completed,2014,,,,,,,,,1.33,3.4,,,1.35,3.1,1.36,3.48,1890.0,1004.0,,,1.36,3.25,1.36,3.0,1.36,3.58,1.34,3.24,
32,Paris,French Open,2014-06-08,Grand Slam,Outdoor,Clay,The Final,5.0,Nadal R.,Djokovic N.,1,2,3.0,6.0,7.0,5.0,6.0,2.0,6.0,4.0,,,3.0,1.0,Completed,2014,,,,,,,,,1.66,2.2,,,1.7,2.1,1.74,2.28,12500.0,11850.0,,,1.67,2.2,1.67,2.3,1.75,2.5,1.68,2.23,
33,Halle,Gerry Weber Open,2014-06-15,ATP250,Outdoor,Grass,The Final,3.0,Federer R.,Falla A.,4,69,7.0,6.0,7.0,6.0,,,,,,,2.0,0.0,Completed,2014,,,,,,,,,1.07,9.0,,,1.07,8.0,1.1,9.35,4945.0,713.0,,,1.08,8.0,1.07,8.0,1.1,10.0,1.07,8.17,
34,Queens Club,AEGON Championships,2014-06-15,ATP250,Outdoor,Grass,The Final,3.0,Dimitrov G.,Lopez F.,13,29,6.0,7.0,7.0,6.0,7.0,6.0,,,,,2.0,1.0,Completed,2014,,,,,,,,,1.5,2.62,,,1.48,2.6,1.53,2.72,2435.0,1350.0,,,1.5,2.62,1.5,2.63,1.55,2.8,1.5,2.56,
35,Eastbourne,AEGON International,2014-06-21,ATP250,Outdoor,Grass,The Final,3.0,Lopez F.,Gasquet R.,25,14,6.0,3.0,6.0,7.0,7.0,5.0,,,,,2.0,1.0,Completed,2014,,,,,,,,,2.1,1.72,,,2.3,1.6,2.09,1.85,1455.0,2310.0,,,2.0,1.8,2.0,1.8,2.3,1.87,2.09,1.73,
36,'s-Hertogenbosch,Topshelf Open,2014-06-21,ATP250,Outdoor,Grass,The Final,3.0,Bautista R.,Becker B.,28,83,2.0,6.0,7.0,6.0,6.0,4.0,,,,,2.0,1.0,Completed,2014,,,,,,,,,1.5,2.62,,,1.5,2.5,1.53,2.73,1375.0,653.0,,,1.53,2.5,1.53,2.5,1.53,2.75,1.5,2.57,
37,London,Wimbledon,2014-07-06,Grand Slam,Outdoor,Grass,The Final,5.0,Djokovic N.,Federer R.,2,4,6.0,7.0,6.0,4.0,7.0,6.0,5.0,7.0,6.0,4.0,3.0,2.0,Completed,2014,,,,,,,,,1.61,2.4,,,1.6,2.3,1.61,2.53,12330.0,4945.0,,,1.57,2.38,1.62,2.4,1.75,2.53,1.63,2.31,
38,Bastad,SkiStar Swedish Open,2014-07-13,ATP250,Outdoor,Clay,The Final,3.0,Cuevas P.,Sousa J.,111,40,6.0,2.0,6.0,1.0,,,,,,,2.0,0.0,Completed,2014,,,,,,,,,1.61,2.3,,,1.7,2.1,1.61,2.51,541.0,1020.0,,,1.67,2.2,1.67,2.2,1.7,2.51,1.65,2.23,
39,Newport,Hall of Fame Championships,2014-07-13,ATP250,Outdoor,Grass,The Final,3.0,Hewitt L.,Karlovic I.,43,31,6.0,3.0,6.0,7.0,7.0,6.0,,,,,2.0,0.0,Completed,2014,,,,,,,,,1.83,1.83,,,1.8,2.0,1.98,1.94,950.0,1175.0,,,1.8,2.0,1.8,2.0,2.0,2.05,1.84,1.94,
40,Stuttgart,Mercedes Cup,2014-07-13,ATP250,Outdoor,Clay,The Final,3.0,Bautista R.,Rosol L.,23,48,6.0,3.0,4.0,6.0,6.0,2.0,,,,,2.0,1.0,Completed,2014,,,,,,,,,1.44,2.75,,,1.5,2.5,1.5,2.83,1625.0,900.0,,,1.53,2.5,1.53,2.5,1.53,3.0,1.47,2.65,
41,Bogota,Claro Open Colombia,2014-07-20,ATP250,Outdoor,Clay,The Final,3.0,Tomic B.,Karlovic I.,124,29,7.0,6.0,3.0,6.0,7.0,6.0,,,,,2.0,1.0,Completed,2014,,,,,,,,,2.0,1.8,,,2.05,1.75,2.02,1.91,496.0,1280.0,,,2.1,1.73,2.1,1.73,2.15,1.97,2.02,1.78,
42,Hamburg,bet-at-home Open,2014-07-20,ATP500,Outdoor,Clay,The Final,3.0,Mayer L.,Ferrer D.,46,7,6.0,7.0,6.0,1.0,7.0,6.0,,,,,2.0,1.0,Completed,2014,,,,,,,,,5.0,1.16,,,4.75,1.17,5.57,1.19,919.0,3875.0,,,5.0,1.17,4.5,1.2,5.57,1.21,4.74,1.18,
43,Atlanta,BB&T Atlanta Open,2014-07-27,ATP250,Outdoor,Hard,The Final,3.0,Isner J.,Sela D.,12,94,6.0,3.0,6.0,4.0,,,,,,,2.0,0.0,Completed,2014,,,,,,,,,1.25,4.0,,,1.22,4.0,1.27,4.31,2690.0,588.0,,,1.25,4.0,1.22,4.0,1.27,5.0,1.23,4.09,
44,Gstaad,Crédit Agricole Suisse Open Gstaad,2014-07-27,ATP250,Outdoor,Clay,The Final,3.0,Andujar P.,Monaco J.,71,105,6.0,3.0,7.0,5.0,,,,,,,2.0,0.0,Completed,2014,,,,,,,,,2.2,1.66,,,2.2,1.65,2.3,1.71,736.0,550.0,,,2.2,1.67,2.2,1.67,2.3,1.77,2.17,1.68,
45,Umag,ATP Vegeta Croatia Open,2014-07-27,ATP250,Outdoor,Clay,The Final,3.0,Cuevas P.,Robredo T.,60,18,6.0,3.0,6.0,4.0,,,,,,,2.0,0.0,Completed,2014,,,,,,,,,2.1,1.72,,,2.1,1.7,2.16,1.79,791.0,1745.0,,,2.1,1.73,2.5,1.53,2.5,1.8,2.17,1.68,
46,Kitzbuhel,Bet-At-Home Cup,2014-08-02,ATP250,Outdoor,Clay,The Final,3.0,Goffin D.,Thiem D.,78,50,4.0,6.0,6.0,1.0,6.0,3.0,,,,,2.0,1.0,Completed,2014,,,,,,,,,2.1,1.72,,,2.15,1.68,2.11,1.83,693.0,882.0,,,2.1,1.73,,,2.2,1.83,2.11,1.71,
47,Washington,Citi Open,2014-08-03,ATP500,Outdoor,Hard,The Final,3.0,Raonic M.,Pospisil V.,7,36,6.0,1.0,6.0,4.0,,,,,,,2.0,0.0,Completed,2014,,,,,,,,,1.22,4.33,,,1.22,4.0,1.26,4.4,3920.0,1115.0,,,1.25,4.0,1.22,4.0,1.26,4.7,1.22,4.16,
48,Toronto,Rogers Masters,2014-08-10,Masters 1000,Outdoor,Hard,The Final,3.0,Tsonga J.W.,Federer R.,15,3,7.0,5.0,7.0,6.0,,,,,,,2.0,1.0,Completed,2014,,,,,,,,,2.75,1.44,,,2.8,1.42,2.74,1.52,1910.0,6070.0,,,2.62,1.5,2.88,1.4,2.95,1.54,2.7,1.46,
